id,userName,userUrl,version,score,title,text,url,updated
13181468885,Valentina90592,https://itunes.apple.com/us/reviews/id1675123484,5.2,4,Libro,"Me encanta la aplicación, pero lo único que no me gusta es que no puedo subrayar las partes que más me gustan",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-24T21:55:57-07:00
13181132425,Criss angle,https://itunes.apple.com/us/reviews/id151234537,5.2,3,Books aren’t opening,This app is usually really good. For some reason as of recent is not opening any of the books on the app. I’m too afraid to delete them for fear of having to pay for them again. Other than that I loved the app,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-24T19:47:58-07:00
13180226470,Nova❤️,https://itunes.apple.com/us/reviews/id1447659134,5.2,5,😍😍,I love all the different options of books,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-24T14:18:55-07:00
13175789854,Andy#123,https://itunes.apple.com/us/reviews/id1319512746,5.2,5,Too good,This is the best app ever absolutely no glitches and full access for free,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-23T13:11:14-07:00
13175312245,dang Stinker,https://itunes.apple.com/us/reviews/id505827234,5.2,5,Mother-stinking love it 💚,I’m legally blind and the best part about this app is that it’s accessible with VoiceOver. it makes things much easier for me.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-23T10:42:44-07:00
13171573149,Cheetos=doretos,https://itunes.apple.com/us/reviews/id1662904708,5.2,3,Needs more kids books,Needs more kids books,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-22T13:27:04-07:00
13167546413,King G the first,https://itunes.apple.com/us/reviews/id1777030361,5.2,5,I had no idea,How this app was going to help me out thanks,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-21T14:20:20-07:00
13166007899,Dom0196,https://itunes.apple.com/us/reviews/id334591831,5.2,4,Great functioning reader,Love how the app works as a reader but I wish it worked with library apps like Libby,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-21T07:15:04-07:00
13165934012,MarlenieBeanie,https://itunes.apple.com/us/reviews/id216575220,5.2,5,I love reading,I rate this five stars because I like reading,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-21T06:56:37-07:00
13163595931,::Jodi::,https://itunes.apple.com/us/reviews/id36981769,5.2,3,Audiobook needs improvement,"Since Audiobooks and books are using the same app, features for audiobooks are missing.   We need to have the ability to continuously listen to audiobooks.  When one ends the next book in the series should start automatically or add an up next feature where we can compile a list of audiobooks to play continuously.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-20T17:35:19-07:00
13163349980,Gaming_whiz1529,https://itunes.apple.com/us/reviews/id1794938488,5.2,5,Go to book app,I love that you can choose so many different types of books. But maybe if you haven’t already can you have a book section for children please. And please get back to me if you ever can. Thanks!!!!!,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-20T16:01:44-07:00
13163066598,CuddlyVegan,https://itunes.apple.com/us/reviews/id949028622,5.2,1,Terrible app,Needs to mimic the look of a physical book.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-20T14:15:14-07:00
13162431304,💗🥺🕷️🥚☀️😘🦢💞🥹🤣💞💞😄😂,https://itunes.apple.com/us/reviews/id1611173706,5.2,4,😐😐😱😨😰,fun for reading,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-20T10:56:19-07:00
13159426466,ozoneghost,https://itunes.apple.com/us/reviews/id18146724,5.2,1,You ruined a great thing,"BRING BACK THE SIDEBAR!!! What genius decided to remove your BEST feature?!?!

Was my go to app. But then you made browsing collections 100 times more time consuming. You used to just have collections be a list that as you clicked each one, it showed the collection, then click the next, and it showed. 

Now when you click out of a collection, you’re back to square one. What used to take seconds now takes minutes. Go back to the UI from ios17. You made it so you have to create far too many clicks. 

You always screw up good things. It’s almost like you can’t help yourselves. You had a great navigation system in 17 for collections but you had to make it 10 times more difficult. Whatever genius thought that was a good idea should be fired immediately. They obviously aren’t fit for the job. I have over 2000 books and pdfs sorted by collection and you just slowed me down to a crawl. 

You deserve zero stars.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-19T19:30:48-07:00
13158748069,Yo Batmanguyboy,https://itunes.apple.com/us/reviews/id1361583284,5.2,5,SO FANTASTIC,I love this because I can read books that I’m interested in and also listen to them.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-19T15:23:46-07:00
13157997587,Kiley Olsen,https://itunes.apple.com/us/reviews/id1362730376,5.2,5,Never Settle,Never Settle is a very good  book for people who do t like reading,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-19T11:11:19-07:00
13156681631,Pruitt2022,https://itunes.apple.com/us/reviews/id1833733228,5.2,1,No read aloud feature,"Apple fix or update your app to where it reads aloud continuously while phone is locked, google books has this feature on androids and its annoying when I’m at work and have to keep pressing play when page ends or chapter.",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-19T05:20:10-07:00
13155410154,Marileeb25,https://itunes.apple.com/us/reviews/id390135622,5.2,1,WHY IS NOTHING IN ENGLISH?!,I don’t know what’s up with this app. I try to find a specific book and it find it. Just in every other language except English. I check and all my setting are US. There is 0 reason when I search all my results should be in only other languages. Will be removing this app and changing to Kindle if this doesn’t stop.,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-18T21:21:28-07:00
13154991103,Redcats007,https://itunes.apple.com/us/reviews/id1661775228,5.2,5,Modern education,"It is great for education lol
:3",https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-18T18:33:15-07:00
13150915686,The World’s Finest,https://itunes.apple.com/us/reviews/id1163073919,5.2,5,Bob Hobe,Here Comes The girl,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-17T19:21:50-07:00
13150407087,Eeveethegirl18,https://itunes.apple.com/us/reviews/id1801561475,5.2,1,Price,All the books cost money and the samples aren’t long enough I hate it,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-17T16:04:28-07:00
13150039938,Iove  others,https://itunes.apple.com/us/reviews/id1765357375,5.2,5,Book,😒😒😒😒😒😒😒😒😒😒,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-17T13:47:18-07:00
13142850245,wwewwewwewwewweweewwewwewee,https://itunes.apple.com/us/reviews/id1126959558,5.2,5,Wwe,Wwe,https://itunes.apple.com/us/review?id=364709193&type=Purple%20Software,2025-09-15T20:17:49-07:00
